INFO 2024-10-16 18:46:07,284 autoreload Watching for file changes with StatReloader
DEBUG 2024-10-16 18:46:07,285 autoreload Waiting for apps ready_event.
DEBUG 2024-10-16 18:46:07,382 autoreload Apps ready_event triggered. Sending autoreload_started signal.
DEBUG 2024-10-16 18:46:07,389 autoreload Watching dir D:\Task\Inventory-Management-System\locale with glob **/*.mo.
DEBUG 2024-10-16 18:46:07,392 autoreload Watching dir D:\Task\Inventory-Management-System\Items\locale with glob **/*.mo.
DEBUG 2024-10-16 18:46:07,455 utils (0.000) 
                SELECT VERSION(),
                       @@sql_mode,
                       @@default_storage_engine,
                       @@sql_auto_is_null,
                       @@lower_case_table_names,
                       CONVERT_TZ('2001-01-01 01:00:00', 'UTC', 'UTC') IS NOT NULL
            ; args=None; alias=default
DEBUG 2024-10-16 18:46:07,458 utils (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None; alias=default
DEBUG 2024-10-16 18:46:07,460 utils (0.000) 
            SELECT
                table_name,
                table_type,
                table_comment
            FROM information_schema.tables
            WHERE table_schema = DATABASE()
            ; args=None; alias=default
DEBUG 2024-10-16 18:46:07,465 utils (0.000) SELECT `django_migrations`.`id`, `django_migrations`.`app`, `django_migrations`.`name`, `django_migrations`.`applied` FROM `django_migrations`; args=(); alias=default
DEBUG 2024-10-16 18:46:07,519 autoreload File D:\Task\env\Lib\site-packages\django\contrib\postgres\forms\array.py first seen with mtime 1729069863.0432146
DEBUG 2024-10-16 18:46:07,519 autoreload File D:\Task\env\Lib\site-packages\django\db\models\fields\related_lookups.py first seen with mtime 1729069863.895828
DEBUG 2024-10-16 18:46:07,520 autoreload File C:\Users\amols\AppData\Local\Programs\Python\Python38\Lib\urllib\__init__.py first seen with mtime 1620023044.0
DEBUG 2024-10-16 18:46:07,520 autoreload File D:\Task\env\Lib\site-packages\rest_framework\schemas\__init__.py first seen with mtime 1729070071.6938102
DEBUG 2024-10-16 18:46:07,520 autoreload File D:\Task\env\Lib\site-packages\django\template\defaultfilters.py first seen with mtime 1729069863.9947894
DEBUG 2024-10-16 18:46:07,520 autoreload File D:\Task\env\Lib\site-packages\django\template\loaders\app_directories.py first seen with mtime 1729069864.0077896
DEBUG 2024-10-16 18:46:07,521 autoreload File D:\Task\env\Lib\site-packages\django\middleware\__init__.py first seen with mtime 1729069863.982791
DEBUG 2024-10-16 18:46:07,521 autoreload File D:\Task\env\Lib\site-packages\django\views\decorators\__init__.py first seen with mtime 1729069864.0827892
DEBUG 2024-10-16 18:46:07,521 autoreload File D:\Task\env\Lib\site-packages\django\core\files\uploadedfile.py first seen with mtime 1729069863.7507944
DEBUG 2024-10-16 18:46:07,522 autoreload File D:\Task\env\Lib\site-packages\django\contrib\admindocs\utils.py first seen with mtime 1729069861.7535522
DEBUG 2024-10-16 18:46:07,522 autoreload File D:\Task\env\Lib\site-packages\django\http\response.py first seen with mtime 1729069863.9817915
DEBUG 2024-10-16 18:46:07,522 autoreload File D:\Task\env\Lib\site-packages\django\contrib\admin\helpers.py first seen with mtime 1729069861.2535574
DEBUG 2024-10-16 18:46:07,522 autoreload File D:\Task\env\Lib\site-packages\django\db\backends\mysql\introspection.py first seen with mtime 1729069863.8377936
DEBUG 2024-10-16 18:46:07,523 autoreload File D:\Task\env\Lib\site-packages\django\utils\crypto.py first seen with mtime 1729069864.033794
DEBUG 2024-10-16 18:46:07,523 autoreload File D:\Task\env\Lib\site-packages\rest_framework\utils\__init__.py first seen with mtime 1729070071.7898128
DEBUG 2024-10-16 18:46:07,523 autoreload File C:\Users\amols\AppData\Local\Programs\Python\Python38\Lib\secrets.py first seen with mtime 1620023042.0
DEBUG 2024-10-16 18:46:07,523 autoreload File C:\Users\amols\AppData\Local\Programs\Python\Python38\Lib\asyncio\exceptions.py first seen with mtime 1620023042.0
DEBUG 2024-10-16 18:46:07,524 autoreload File C:\Users\amols\AppData\Local\Programs\Python\Python38\Lib\dataclasses.py first seen with mtime 1620023042.0
DEBUG 2024-10-16 18:46:07,524 autoreload File D:\Task\env\Lib\site-packages\redis\backoff.py first seen with mtime 1729070661.9087763
DEBUG 2024-10-16 18:46:07,524 autoreload File D:\Task\env\Lib\site-packages\django\utils\tree.py first seen with mtime 1729069864.0717907
DEBUG 2024-10-16 18:46:07,524 autoreload File D:\Task\env\Lib\site-packages\django\utils\itercompat.py first seen with mtime 1729069864.058795
DEBUG 2024-10-16 18:46:07,525 autoreload File D:\Task\env\Lib\site-packages\django\views\generic\detail.py first seen with mtime 1729069864.09079
DEBUG 2024-10-16 18:46:07,525 autoreload File D:\Task\env\Lib\site-packages\django\forms\widgets.py first seen with mtime 1729069863.915791
DEBUG 2024-10-16 18:46:07,525 autoreload File C:\Users\amols\AppData\Local\Programs\Python\Python38\Lib\selectors.py first seen with mtime 1620023042.0
DEBUG 2024-10-16 18:46:07,525 autoreload File D:\Task\env\Lib\site-packages\django\utils\translation\trans_real.py first seen with mtime 1729069864.0777898
DEBUG 2024-10-16 18:46:07,525 autoreload File C:\Users\amols\AppData\Local\Programs\Python\Python38\Lib\json\__init__.py first seen with mtime 1620023042.0
DEBUG 2024-10-16 18:46:07,526 autoreload File D:\Task\env\Lib\site-packages\django\template\loaders\cached.py first seen with mtime 1729069864.0087943
DEBUG 2024-10-16 18:46:07,526 autoreload File C:\Users\amols\AppData\Local\Programs\Python\Python38\Lib\collections\__init__.py first seen with mtime 1620023042.0
DEBUG 2024-10-16 18:46:07,526 autoreload File C:\Users\amols\AppData\Local\Programs\Python\Python38\Lib\csv.py first seen with mtime 1620023042.0
DEBUG 2024-10-16 18:46:07,526 autoreload File C:\Users\amols\AppData\Local\Programs\Python\Python38\Lib\asyncio\base_tasks.py first seen with mtime 1620023042.0
DEBUG 2024-10-16 18:46:07,527 autoreload File C:\Users\amols\AppData\Local\Programs\Python\Python38\Lib\asyncio\queues.py first seen with mtime 1620023042.0
DEBUG 2024-10-16 18:46:07,527 autoreload File D:\Task\env\Lib\site-packages\django\db\backends\mysql\__init__.py first seen with mtime 1729069863.8337932
DEBUG 2024-10-16 18:46:07,527 autoreload File D:\Task\env\Lib\site-packages\django\core\checks\async_checks.py first seen with mtime 1729069863.7347898
DEBUG 2024-10-16 18:46:07,527 autoreload File C:\Users\amols\AppData\Local\Programs\Python\Python38\Lib\email\generator.py first seen with mtime 1620023042.0
DEBUG 2024-10-16 18:46:07,528 autoreload File D:\Task\env\Lib\site-packages\django\contrib\auth\password_validation.py first seen with mtime 1729069861.968552
DEBUG 2024-10-16 18:46:07,528 autoreload File D:\Task\env\Lib\site-packages\django\utils\safestring.py first seen with mtime 1729069864.0667906
DEBUG 2024-10-16 18:46:07,529 autoreload File D:\Task\env\Lib\site-packages\django\contrib\sessions\exceptions.py first seen with mtime 1729069863.37379
DEBUG 2024-10-16 18:46:07,529 autoreload File D:\Task\env\Lib\site-packages\rest_framework\utils\json.py first seen with mtime 1729070071.794811
DEBUG 2024-10-16 18:46:07,529 autoreload File D:\Task\env\Lib\site-packages\django\core\checks\compatibility\__init__.py first seen with mtime 1729069863.7428038
DEBUG 2024-10-16 18:46:07,530 autoreload File D:\Task\env\Lib\site-packages\django\db\models\base.py first seen with mtime 1729069863.8797894
DEBUG 2024-10-16 18:46:07,530 autoreload File D:\Task\env\Lib\site-packages\django\utils\dateformat.py first seen with mtime 1729069864.036794
DEBUG 2024-10-16 18:46:07,531 autoreload File C:\Users\amols\AppData\Local\Programs\Python\Python38\Lib\importlib\machinery.py first seen with mtime 1620023042.0
DEBUG 2024-10-16 18:46:07,531 autoreload File D:\Task\env\Lib\site-packages\django\contrib\admin\__init__.py first seen with mtime 1729069861.2485526
DEBUG 2024-10-16 18:46:07,531 autoreload File D:\Task\env\Lib\site-packages\rest_framework\request.py first seen with mtime 1729070071.5817575
DEBUG 2024-10-16 18:46:07,532 autoreload File D:\Task\env\Lib\site-packages\django\core\handlers\wsgi.py first seen with mtime 1729069863.7597938
DEBUG 2024-10-16 18:46:07,532 autoreload File D:\Task\env\Lib\site-packages\django\templatetags\i18n.py first seen with mtime 1729069864.0127933
DEBUG 2024-10-16 18:46:07,532 autoreload File C:\Users\amols\AppData\Local\Programs\Python\Python38\Lib\ast.py first seen with mtime 1620023042.0
DEBUG 2024-10-16 18:46:07,532 autoreload File C:\Users\amols\AppData\Local\Programs\Python\Python38\Lib\_markupbase.py first seen with mtime 1620023042.0
DEBUG 2024-10-16 18:46:07,533 autoreload File D:\Task\env\Lib\site-packages\django\contrib\admin\templatetags\log.py first seen with mtime 1729069861.7455513
DEBUG 2024-10-16 18:46:07,533 autoreload File D:\Task\env\Lib\site-packages\redis\commands\cluster.py first seen with mtime 1729070661.9327781
